Packet_Number,Current_Time,IP_Address,Packet_Length,Packet_Checksum,Category
9166,1550703679.326072,192.168.1.162,633,937,1
9167,1550703679.326113,192.168.1.162,633,35154,1
9168,1550703679.326143,192.168.1.162,633,27620,1
9169,1550703679.326248,192.168.1.162,633,57507,1
9170,1550703679.326321,192.168.1.162,185,7350,1
9171,1550703679.326449,192.168.1.162,137,20267,1
9172,1550703679.326532,74.84.192.134,1497,23636,1
9173,1550703679.326591,74.84.192.134,1497,26191,1
9174,1550703679.326642,74.84.192.134,1497,11612,1
9175,1550703679.326696,74.84.192.134,1497,5041,1
9176,1550703679.326736,74.84.192.134,1097,63137,1
9177,1550703679.326775,74.84.192.134,409,17183,1
9178,1550703679.326829,74.84.192.134,1497,13442,1
9179,1550703679.326873,192.168.1.162,137,63765,1
9180,1550703679.326911,192.168.1.162,137,38876,1
9181,1550703679.326948,192.168.1.162,137,2990,1
9182,1550703679.326985,74.84.192.134,1497,62529,1
9183,1550703679.327024,74.84.192.134,1497,6496,1
9184,1550703679.327064,192.168.1.162,137,8866,1
9185,1550703679.327107,74.84.192.134,1497,5450,1
9186,1550703679.327151,192.168.1.162,137,26569,1
9187,1550703679.327189,74.84.192.134,1497,27203,1
9188,1550703679.327227,74.84.192.134,1497,7490,1
9189,1550703679.327265,192.168.1.162,137,24040,1
9190,1550703679.327303,192.168.1.162,137,33021,1
9191,1550703679.327345,74.84.192.134,1497,6084,1
9192,1550703679.327389,74.84.192.134,1497,19673,1
9193,1550703679.327429,192.168.1.162,137,30410,1
9194,1550703679.327466,74.84.192.134,1497,64673,1
9195,1550703679.327507,192.168.1.162,137,32594,1
9196,1550703679.327549,192.168.1.162,649,8733,1
9197,1550703679.327595,192.168.1.162,137,60228,1
9198,1550703679.327639,192.168.1.162,137,47509,1
9199,1550703679.327684,192.168.1.162,137,20583,1
9200,1550703679.327789,74.84.192.134,1497,24378,1
9201,1550703679.327872,74.84.192.134,1497,17404,1
9202,1550703679.327925,74.84.192.134,1497,22275,1
9203,1550703679.327978,74.84.192.134,1497,4827,1
9204,1550703679.328023,192.168.1.162,137,56811,1
9205,1550703679.328084,74.84.192.134,1497,11209,1
9206,1550703679.328143,192.168.1.162,137,24789,1
9207,1550703679.328188,74.84.192.134,1497,26436,1
9208,1550703679.328226,192.168.1.162,137,57914,1
9209,1550703679.328263,192.168.1.162,137,54641,1
9210,1550703679.328298,192.168.1.162,153,47608,1
9211,1550703679.328339,192.168.1.162,137,22957,1
9212,1550703679.328501,192.168.1.162,137,19872,1
9213,1550703679.328574,192.168.1.162,633,50439,1
9214,1550703679.328706,192.168.1.162,137,38582,1
9215,1550703679.328906,192.168.1.162,137,41390,1
9216,1550703679.329016,192.168.1.162,137,60332,1
9217,1550703679.334244,192.168.1.162,185,40766,1
9218,1550703679.334378,192.168.1.162,169,23807,1
9219,1550703679.334467,192.168.1.162,137,19489,1
9220,1550703679.335682,74.84.192.134,1497,23312,1
9221,1550703679.335805,74.84.192.134,1497,16494,1
9222,1550703679.335876,74.84.192.134,1497,9676,1
9223,1550703679.336069,74.84.192.134,1497,22226,1
9224,1550703679.336231,74.84.192.134,1497,64707,1
9225,1550703679.336342,74.84.192.134,1497,21758,1
9226,1550703679.336585,74.84.192.134,1497,10700,1
9227,1550703679.336756,74.84.192.134,409,15553,1
9228,1550703679.336849,192.168.1.162,153,42354,1
9229,1550703679.336923,74.84.192.134,409,2396,1
9230,1550703679.336979,74.84.192.134,1497,5878,1
9231,1550703679.337105,74.84.192.134,1497,24884,1
9232,1550703679.337188,74.84.192.134,1497,27679,1
9233,1550703679.337259,74.84.192.134,409,11539,1
9234,1550703679.337369,192.168.1.162,137,21207,1
9235,1550703679.337458,74.84.192.134,1497,4803,1
9236,1550703679.337535,74.84.192.134,1497,28387,1
9237,1550703679.337602,74.84.192.134,585,7722,1
9238,1550703679.33767,74.84.192.134,1497,20909,1
9239,1550703679.337729,74.84.192.134,1497,14290,1
9240,1550703679.337846,74.84.192.134,1497,20570,1
9241,1550703679.337998,74.84.192.134,1497,23585,1
9242,1550703679.338078,74.84.192.134,1497,15182,1
9243,1550703679.33811,192.168.1.162,137,17903,1
9244,1550703679.338136,192.168.1.162,137,20956,1
9245,1550703679.338342,74.84.192.134,1497,15089,1
9246,1550703679.338482,192.168.1.162,137,22847,1
9247,1550703679.338555,74.84.192.134,1497,5693,1
9248,1550703679.33861,74.84.192.134,1497,29007,1
9249,1550703679.33865,74.84.192.134,1497,28411,1
9250,1550703679.338685,74.84.192.134,1497,18913,1
9251,1550703679.338721,192.168.1.162,137,23829,1
9252,1550703679.338756,192.168.1.162,137,50716,1
9253,1550703679.338793,192.168.1.162,137,36926,1
9254,1550703679.338964,192.168.1.162,137,24399,1
9255,1550703679.339282,192.168.1.162,137,63678,1
9256,1550703679.339443,192.168.1.162,137,27980,1
9257,1550703679.339616,74.84.192.134,1497,25735,1
9258,1550703679.339682,74.84.192.134,1497,20073,1
9259,1550703679.339768,74.84.192.134,1497,21602,1
9260,1550703679.339823,74.84.192.134,1497,1132,1
9261,1550703679.339909,74.84.192.134,1497,14640,1
9262,1550703679.33995,192.168.1.162,137,47528,1
9263,1550703679.339996,192.168.1.162,137,26158,1
9264,1550703679.340047,192.168.1.162,137,8226,1
9265,1550703679.340087,192.168.1.162,137,6552,1
9266,1550703679.340302,74.84.192.134,1497,20618,1
9267,1550703679.340373,74.84.192.134,1497,4387,1
9268,1550703679.340447,74.84.192.134,1497,11232,1
9269,1550703679.340492,74.84.192.134,1497,27870,1
9270,1550703679.340534,74.84.192.134,1497,9097,1
9271,1550703679.340572,192.168.1.162,137,18387,1
9272,1550703679.340811,192.168.1.162,137,46375,1
9273,1550703679.341009,192.168.1.162,137,11311,1
9274,1550703679.341239,192.168.1.162,137,64821,1
9275,1550703679.34136,192.168.1.162,185,616,1
9276,1550703679.341566,192.168.1.162,137,31616,1
9277,1550703679.341684,192.168.1.162,137,31720,1
9278,1550703679.341923,192.168.1.162,137,15078,1
9279,1550703679.342015,192.168.1.162,137,54585,1
9280,1550703679.342161,192.168.1.162,137,12536,1
9281,1550703679.342297,192.168.1.162,137,28296,1
9282,1550703679.342505,192.168.1.162,137,34567,1
9283,1550703679.342633,74.84.192.134,1497,14478,1
9284,1550703679.342688,74.84.192.134,1497,62643,1
9285,1550703679.342739,74.84.192.134,1497,23446,1
9286,1550703679.342778,74.84.192.134,1497,62356,1
9287,1550703679.342828,74.84.192.134,1497,12262,1
9288,1550703679.342877,74.84.192.134,1497,19936,1
9289,1550703679.342927,74.84.192.134,1497,17863,1
9290,1550703679.342979,74.84.192.134,1497,15998,1
9291,1550703679.343076,74.84.192.134,1497,22005,1
9292,1550703679.343147,192.168.1.162,137,59186,1
9293,1550703679.3432,74.84.192.134,1497,14068,1
9294,1550703679.343248,74.84.192.134,1497,21928,1
9295,1550703679.34329,74.84.192.134,1497,15226,1
9296,1550703679.343335,74.84.192.134,1497,64903,1
9297,1550703679.343381,192.168.1.162,137,52807,1
9298,1550703679.34342,74.84.192.134,1497,28608,1
9299,1550703679.343469,192.168.1.162,137,34247,1
9300,1550703679.343524,74.84.192.134,1497,13497,1
9301,1550703679.34357,74.84.192.134,1497,21923,1
9302,1550703679.343611,74.84.192.134,1497,19428,1
9303,1550703679.343653,74.84.192.134,1497,9533,1
9304,1550703679.343694,192.168.1.162,137,32435,1
9305,1550703679.343743,74.84.192.134,1497,28765,1
9306,1550703679.343793,74.84.192.134,1497,25128,1
9307,1550703679.343841,192.168.1.162,137,5181,1
9308,1550703679.343882,192.168.1.162,137,62707,1
9309,1550703679.343927,192.168.1.162,137,10159,1
9310,1550703679.343965,192.168.1.162,137,28867,1
9311,1550703679.344167,192.168.1.162,137,5070,1
9312,1550703679.344359,192.168.1.162,137,10253,1
9313,1550703679.344501,192.168.1.162,137,16163,1
9314,1550703679.344636,192.168.1.162,137,20186,1
9315,1550703679.344799,192.168.1.162,137,8906,1
9316,1550703679.345265,74.84.192.134,1497,23981,1
9317,1550703679.345337,74.84.192.134,1497,2798,1
9318,1550703679.345395,74.84.192.134,1497,378,1
9319,1550703679.345448,74.84.192.134,1497,6689,1
9320,1550703679.345496,74.84.192.134,1497,26082,1
9321,1550703679.345565,192.168.1.162,137,8912,1
9322,1550703679.345704,192.168.1.162,137,58074,1
9323,1550703679.345847,192.168.1.162,137,2976,1
9324,1550703679.345924,74.84.192.134,409,16650,1
9325,1550703679.345985,74.84.192.134,1497,16018,1
9326,1550703679.346035,74.84.192.134,1497,3794,1
9327,1550703679.346083,74.84.192.134,1497,24884,1
9328,1550703679.346127,74.84.192.134,1193,14613,1
9329,1550703679.346168,74.84.192.134,153,24006,1
9330,1550703679.346207,192.168.1.162,137,15603,1
9331,1550703679.346249,192.168.1.162,137,48677,1
9332,1550703679.346289,192.168.1.162,137,61543,1
9333,1550703679.346378,192.168.1.162,137,11100,1
9334,1550703679.34648,192.168.1.162,137,18469,1
9335,1550703679.346705,192.168.1.162,137,40915,1
9336,1550703679.346903,192.168.1.162,137,32877,1
9337,1550703679.347085,192.168.1.162,137,17561,1
9338,1550703679.347186,192.168.1.162,137,1477,1
9339,1550703679.347247,192.168.1.162,137,27070,1
9340,1550703679.347413,74.84.192.134,1497,25867,1
9341,1550703679.347481,74.84.192.134,1497,7732,1
9342,1550703679.347536,74.84.192.134,1497,25546,1
9343,1550703679.347591,74.84.192.134,1497,20372,1
9344,1550703679.34764,74.84.192.134,1497,7018,1
9345,1550703679.347684,74.84.192.134,201,1486,1
9346,1550703679.347725,74.84.192.134,1497,27728,1
9347,1550703679.347776,74.84.192.134,1497,4755,1
9348,1550703679.347822,74.84.192.134,1497,19507,1
9349,1550703679.347863,192.168.1.162,569,19220,1
9350,1550703679.34791,74.84.192.134,1497,8742,1
9351,1550703679.347955,74.84.192.134,1497,3689,1
9352,1550703679.347996,74.84.192.134,1497,6587,1
9353,1550703679.348037,192.168.1.162,137,3909,1
9354,1550703679.34809,74.84.192.134,1497,18044,1
9355,1550703679.348136,74.84.192.134,1497,9236,1
9356,1550703679.348182,74.84.192.134,1497,17130,1
9357,1550703679.34824,192.168.1.162,137,19546,1
9358,1550703679.34829,74.84.192.134,1497,11171,1
9359,1550703679.348344,74.84.192.134,1497,1110,1
9360,1550703679.348386,192.168.1.162,137,12465,1
9361,1550703679.348425,74.84.192.134,1497,19866,1
9362,1550703679.348558,192.168.1.162,137,17149,1
9363,1550703679.348666,192.168.1.162,137,38339,1
9364,1550703679.348775,74.84.192.134,1497,26622,1
9365,1550703679.348822,74.84.192.134,1497,15013,1
9366,1550703679.348956,74.84.192.134,1497,25233,1
9367,1550703679.349069,74.84.192.134,1497,9816,1
9368,1550703679.349162,74.84.192.134,1497,13117,1
9369,1550703679.349252,74.84.192.134,1497,9195,1
9370,1550703679.349312,74.84.192.134,1497,2231,1
9371,1550703679.349367,74.84.192.134,1497,25237,1
9372,1550703679.349414,74.84.192.134,1497,23106,1
9373,1550703679.349465,74.84.192.134,1497,10480,1
9374,1550703679.349526,74.84.192.134,1497,10841,1
9375,1550703679.349606,74.84.192.134,1497,8778,1
9376,1550703679.349637,74.84.192.134,1497,6648,1
9377,1550703679.349704,74.84.192.134,1497,2063,1
9378,1550703679.34974,192.168.1.162,729,59119,1
9379,1550703679.349767,192.168.1.162,185,35676,1
9380,1550703679.34987,192.168.1.162,633,27953,1
9381,1550703679.350088,74.84.192.134,1497,598,1
9382,1550703679.350168,74.84.192.134,1497,62788,1
9383,1550703679.350258,74.84.192.134,1497,10866,1
9384,1550703679.350335,74.84.192.134,1497,10036,1
9385,1550703679.350373,74.84.192.134,1497,7426,1
9386,1550703679.350427,192.168.1.162,137,55351,1
9387,1550703679.350476,74.84.192.134,1497,16484,1
9388,1550703679.35054,74.84.192.134,1497,15971,1
9389,1550703679.3506,192.168.1.162,137,44809,1
9390,1550703679.350651,74.84.192.134,1497,15528,1
9391,1550703679.350699,74.84.192.134,1497,22897,1
9392,1550703679.350742,192.168.1.162,137,65273,1
9393,1550703679.350788,74.84.192.134,1497,18240,1
9394,1550703679.35085,74.84.192.134,1497,8233,1
9395,1550703679.350901,192.168.1.162,137,10638,1
9396,1550703679.350944,74.84.192.134,1497,21084,1
9397,1550703679.350988,192.168.1.162,137,40769,1
9398,1550703679.351035,192.168.1.162,137,57545,1
9399,1550703679.351086,192.168.1.162,137,49761,1
9400,1550703679.351258,192.168.1.162,137,31819,1
9401,1550703679.351437,192.168.1.162,153,13142,1
9402,1550703679.351528,192.168.1.162,137,2616,1
9403,1550703679.351646,192.168.1.162,137,61406,1
9404,1550703679.351716,74.84.192.134,1497,64305,1
9405,1550703679.351831,74.84.192.134,1497,14919,1
9406,1550703679.35192,74.84.192.134,1497,65252,1
9407,1550703679.351979,74.84.192.134,1497,19736,1
9408,1550703679.352032,74.84.192.134,1497,23860,1
9409,1550703679.3521,74.84.192.134,1497,18906,1
9410,1550703679.35216,74.84.192.134,1497,27415,1
9411,1550703679.352195,74.84.192.134,1497,617,1
9412,1550703679.352251,74.84.192.134,1497,3263,1
9413,1550703679.352301,74.84.192.134,1497,13033,1
9414,1550703679.352367,74.84.192.134,1497,5184,1
9415,1550703679.352425,74.84.192.134,1497,5509,1
9416,1550703679.352481,74.84.192.134,1497,5576,1
9417,1550703679.352528,192.168.1.162,137,36822,1
9418,1550703679.352566,74.84.192.134,1497,28448,1
9419,1550703679.352615,74.84.192.134,585,63160,1
9420,1550703679.352674,74.84.192.134,1497,6686,1
9421,1550703679.352721,192.168.1.162,137,15285,1
9422,1550703679.352765,74.84.192.134,1497,22011,1
9423,1550703679.352806,74.84.192.134,1497,27162,1
9424,1550703679.352847,192.168.1.162,137,15264,1
9425,1550703679.3529,192.168.1.162,137,32052,1
9426,1550703679.352954,192.168.1.162,169,42346,1
9427,1550703679.353001,192.168.1.162,137,7104,1
9428,1550703679.353063,192.168.1.162,137,54484,1
9429,1550703679.353133,192.168.1.162,137,41282,1
9430,1550703679.353346,74.84.192.134,1497,63783,1
9431,1550703679.353441,74.84.192.134,1497,1884,1
9432,1550703679.353569,74.84.192.134,1497,12963,1
9433,1550703679.353635,74.84.192.134,1497,22247,1
9434,1550703679.353693,74.84.192.134,1497,24811,1
9435,1550703679.353746,74.84.192.134,1497,23078,1
9436,1550703679.353802,74.84.192.134,1497,18009,1
9437,1550703679.353851,74.84.192.134,1497,18857,1
9438,1550703679.353889,74.84.192.134,1497,22673,1
9439,1550703679.35393,74.84.192.134,1497,11902,1
9440,1550703679.35397,192.168.1.162,137,43846,1
9441,1550703679.354,192.168.1.162,137,14579,1
9442,1550703679.35403,74.84.192.134,1497,64846,1
9443,1550703679.354055,74.84.192.134,1497,10057,1
9444,1550703679.354079,74.84.192.134,1497,64677,1
9445,1550703679.354104,74.84.192.134,1497,23225,1
9446,1550703679.354419,74.84.192.134,1497,17385,1
9447,1550703679.354455,192.168.1.162,137,52443,1
9448,1550703679.354498,192.168.1.162,137,64217,1
9449,1550703679.354526,192.168.1.162,137,27041,1
9450,1550703679.354548,74.84.192.134,1497,15096,1
9451,1550703679.354572,74.84.192.134,1497,23175,1
9452,1550703679.35461,74.84.192.134,1497,1942,1
9453,1550703679.354636,74.84.192.134,1097,11428,1
9454,1550703679.354657,74.84.192.134,1497,19545,1
9455,1550703679.354678,74.84.192.134,1497,20289,1
9456,1550703679.354702,74.84.192.134,1497,15561,1
9457,1550703679.354741,192.168.1.162,137,15530,1
9458,1550703679.354763,192.168.1.162,137,16465,1
9459,1550703679.354786,192.168.1.162,137,17068,1
9460,1550703679.354844,192.168.1.162,137,36678,1
9461,1550703679.355059,192.168.1.162,137,53120,1
9462,1550703679.355794,74.84.192.134,1497,7325,1
9463,1550703679.35598,74.84.192.134,1497,11299,1
9464,1550703679.356084,74.84.192.134,1497,12370,1
9465,1550703679.356212,74.84.192.134,1497,22498,1
9466,1550703679.356267,74.84.192.134,1497,14925,1
9467,1550703679.35632,74.84.192.134,1497,26937,1
9468,1550703679.356365,74.84.192.134,137,8895,1
9469,1550703679.356406,74.84.192.134,1497,27069,1
9470,1550703679.356447,74.84.192.134,1497,3913,1
9471,1550703679.356489,74.84.192.134,1497,26766,1
9472,1550703679.356537,74.84.192.134,1497,17900,1
9473,1550703679.356613,74.84.192.134,1497,28547,1
9474,1550703679.356656,74.84.192.134,1497,12981,1
9475,1550703679.356696,74.84.192.134,1497,63532,1
9476,1550703679.356737,74.84.192.134,1497,28506,1
9477,1550703679.356777,74.84.192.134,1497,6198,1
9478,1550703679.356817,74.84.192.134,1497,28395,1
9479,1550703679.356856,74.84.192.134,153,18095,1
9480,1550703679.356908,74.84.192.134,1497,18079,1
9481,1550703679.356967,192.168.1.162,137,38845,1
9482,1550703679.357012,192.168.1.162,137,54008,1
9483,1550703679.357106,74.84.192.134,1497,27087,1
9484,1550703679.357161,74.84.192.134,169,7585,1
9485,1550703679.357219,74.84.192.134,137,64854,1
9486,1550703679.357287,74.84.192.134,1497,18055,1
9487,1550703679.357361,74.84.192.134,1497,10480,1
9488,1550703679.357418,74.84.192.134,1497,13336,1
9489,1550703679.357477,192.168.1.162,137,44121,1
9490,1550703679.357518,74.84.192.134,1497,27194,1
9491,1550703679.357553,74.84.192.134,1497,6802,1
9492,1550703679.357587,74.84.192.134,1497,63842,1
9493,1550703679.35762,192.168.1.162,137,63551,1
9494,1550703679.357659,192.168.1.162,137,16619,1
9495,1550703679.357697,74.84.192.134,1497,7267,1
9496,1550703679.357737,74.84.192.134,1497,19151,1
9497,1550703679.357824,74.84.192.134,1497,24159,1
9498,1550703679.357873,74.84.192.134,1497,19009,1
9499,1550703679.357922,74.84.192.134,1497,10368,1
9500,1550703679.357968,74.84.192.134,1497,15686,1
9501,1550703679.358024,74.84.192.134,1497,12272,1
9502,1550703679.358063,192.168.1.162,137,28284,1
9503,1550703679.358198,74.84.192.134,1497,104,1
9504,1550703679.358256,74.84.192.134,1497,13021,1
9505,1550703679.358317,74.84.192.134,1497,9452,1
9506,1550703679.358355,74.84.192.134,1497,11696,1
9507,1550703679.358387,192.168.1.162,137,11615,1
9508,1550703679.358421,192.168.1.162,137,23250,1
9509,1550703679.358451,74.84.192.134,1497,21023,1
9510,1550703679.358478,192.168.1.162,137,26506,1
9511,1550703679.358515,192.168.1.162,137,17959,1
9512,1550703679.358621,74.84.192.134,1497,2547,1
9513,1550703679.358693,74.84.192.134,1497,8631,1
9514,1550703679.358747,74.84.192.134,1497,24935,1
9515,1550703679.358796,74.84.192.134,1497,9912,1
9516,1550703679.35884,74.84.192.134,1497,25164,1
9517,1550703679.35891,74.84.192.134,1497,24974,1
9518,1550703679.358963,192.168.1.162,137,2145,1
9519,1550703679.358995,192.168.1.162,153,15421,1
9520,1550703679.359028,74.84.192.134,1497,63005,1
9521,1550703679.359052,74.84.192.134,1497,14447,1
9522,1550703679.359074,192.168.1.162,137,35492,1
9523,1550703679.359097,192.168.1.162,137,31917,1
9524,1550703679.359206,74.84.192.134,1497,16392,1
9525,1550703679.359255,74.84.192.134,1497,63882,1
9526,1550703679.359345,192.168.1.162,137,23424,1
9527,1550703679.359377,192.168.1.162,137,34711,1
9528,1550703679.359479,74.84.192.134,1497,24218,1
9529,1550703679.359631,192.168.1.162,137,44626,1
9530,1550703679.359685,74.84.192.134,1497,17749,1
9531,1550703679.359773,74.84.192.134,1497,26389,1
9532,1550703679.359846,74.84.192.134,1497,64542,1
9533,1550703679.359912,74.84.192.134,1497,19965,1
