Packet_Number,Current_Time,IP_Address,Packet_Length,Packet_Checksum,Category
8633,1550703677.117886,74.84.192.134,841,18036,1
8634,1550703677.118025,192.168.1.162,137,4985,1
8635,1550703677.118172,192.168.1.162,137,63992,1
8636,1550703677.118516,192.168.1.162,137,37474,1
8637,1550703677.118716,192.168.1.162,137,26599,1
8638,1550703677.118832,192.168.1.162,137,17381,1
8639,1550703677.118959,192.168.1.162,137,28671,1
8640,1550703677.208399,74.84.192.134,137,6174,1
8641,1550703677.208519,74.84.192.134,137,20813,1
8642,1550703677.208571,74.84.192.134,137,18262,1
8643,1550703677.208774,192.168.1.162,1497,43966,1
8644,1550703677.208931,192.168.1.162,1497,64247,1
8645,1550703677.209038,192.168.1.162,1497,16464,1
8646,1550703677.209179,192.168.1.162,1497,35912,1
8647,1550703677.209242,192.168.1.162,1497,5969,1
8648,1550703677.209357,192.168.1.162,1497,47601,1
8649,1550703677.20948,192.168.1.162,1497,11752,1
8650,1550703677.209577,192.168.1.162,1497,10058,1
8651,1550703677.209698,192.168.1.162,1497,11286,1
8652,1550703677.209954,192.168.1.162,1497,7898,1
8653,1550703677.210037,192.168.1.162,1497,57554,1
8654,1550703677.210096,192.168.1.162,1497,37689,1
8655,1550703677.214108,192.168.1.253,389,39666,1
8656,1550703677.259913,192.168.1.162,1497,52703,1
8657,1550703677.260465,192.168.1.162,1497,34199,1
8658,1550703677.260593,192.168.1.162,1497,9015,1
8659,1550703677.260687,192.168.1.162,1497,27994,1
8660,1550703677.260769,192.168.1.162,361,29228,1
8661,1550703677.282344,74.84.192.134,137,26124,1
8662,1550703677.282484,74.84.192.134,137,14904,1
8663,1550703677.316641,192.168.1.253,391,39660,1
8664,1550703677.317139,192.168.1.253,344,39696,1
8665,1550703677.425608,74.84.192.134,1497,365,1
8666,1550703677.425796,74.84.192.134,537,21228,1
8667,1550703677.426084,192.168.1.162,137,23100,1
8668,1550703677.444362,74.84.192.134,1497,12987,1
8669,1550703677.444523,74.84.192.134,1497,3634,1
8670,1550703677.44458,74.84.192.134,1497,23620,1
8671,1550703677.444628,74.84.192.134,1497,28306,1
8672,1550703677.444672,74.84.192.134,1497,63481,1
8673,1550703677.444739,74.84.192.134,1497,24067,1
8674,1550703677.444784,74.84.192.134,1401,25458,1
8675,1550703677.445018,74.84.192.134,1497,26735,1
8676,1550703677.445178,74.84.192.134,777,5592,1
8677,1550703677.445267,192.168.1.162,137,61987,1
8678,1550703677.445329,192.168.1.162,137,50418,1
8679,1550703677.445584,192.168.1.162,137,23552,1
8680,1550703677.445913,192.168.1.162,137,9337,1
8681,1550703677.446346,192.168.1.162,137,11131,1
8682,1550703677.46414,74.84.192.134,137,24218,1
8683,1550703677.464271,74.84.192.134,137,28621,1
8684,1550703677.464298,74.84.192.134,137,28910,1
8685,1550703677.464523,192.168.1.162,1497,50845,1
8686,1550703677.464583,192.168.1.162,1497,2973,1
8687,1550703677.464662,192.168.1.162,1497,53100,1
8688,1550703677.464735,192.168.1.162,1497,3610,1
8689,1550703677.464845,192.168.1.162,1497,13100,1
8690,1550703677.464904,192.168.1.162,1497,9330,1
8691,1550703677.465011,192.168.1.162,1497,28184,1
8692,1550703677.465077,192.168.1.162,1497,52026,1
8693,1550703677.465193,192.168.1.162,1497,41232,1
8694,1550703677.465317,192.168.1.162,1497,15227,1
8695,1550703677.465386,192.168.1.162,1497,35886,1
8696,1550703677.465501,192.168.1.162,1497,29847,1
8697,1550703677.471457,74.84.192.134,1497,62550,1
8698,1550703677.471583,74.84.192.134,601,2398,1
8699,1550703677.471817,192.168.1.162,137,20522,1
8700,1550703677.473421,74.84.192.134,137,17706,1
8701,1550703677.473673,74.84.192.134,137,8106,1
8702,1550703677.473734,74.84.192.134,137,16050,1
8703,1550703677.473786,192.168.1.162,1497,55034,1
8704,1550703677.473861,192.168.1.162,1497,57286,1
8705,1550703677.47393,192.168.1.162,1497,16746,1
8706,1550703677.47408,192.168.1.162,1497,51654,1
8707,1550703677.474151,192.168.1.162,1497,30151,1
8708,1550703677.474216,192.168.1.162,1497,17574,1
8709,1550703677.474285,192.168.1.162,1497,63622,1
8710,1550703677.474352,192.168.1.162,937,11713,1
8711,1550703677.521202,192.168.1.253,335,39701,1
8713,1550703677.828835,74.84.192.134,137,22155,1
8714,1550703677.828995,74.84.192.134,137,4396,1
8715,1550703677.829042,74.84.192.134,137,2160,1
8716,1550703677.829072,74.84.192.134,137,28467,1
8717,1550703677.829146,74.84.192.134,137,64675,1
8718,1550703677.829204,74.84.192.134,137,30132,1
8719,1550703677.829243,74.84.192.134,137,414,1
8720,1550703677.829269,74.84.192.134,137,27510,1
8721,1550703677.829298,74.84.192.134,137,16542,1
8722,1550703677.829323,74.84.192.134,137,640,1
8723,1550703677.829346,74.84.192.134,569,15255,1
8724,1550703677.829645,192.168.1.162,137,33382,1
8725,1550703678.192184,192.168.1.162,1497,12825,1
8726,1550703678.193058,192.168.1.162,1497,28686,1
8727,1550703678.19314,192.168.1.162,1497,51320,1
8728,1550703678.193179,192.168.1.162,265,42319,1
8729,1550703678.217622,74.84.192.134,137,1515,1
8730,1550703678.267366,74.84.192.134,1497,27080,1
8731,1550703678.2675,74.84.192.134,1497,9191,1
8732,1550703678.267568,74.84.192.134,185,18445,1
8733,1550703678.267853,192.168.1.162,137,54377,1
8734,1550703678.267922,192.168.1.162,137,40842,1
8735,1550703678.268055,192.168.1.162,137,10045,1
8737,1550703678.836737,192.168.1.162,1497,7905,1
8738,1550703678.837603,192.168.1.162,1497,48817,1
8739,1550703678.837687,192.168.1.162,969,14662,1
8740,1550703678.837983,192.168.1.162,169,11056,1
8741,1550703678.838109,192.168.1.162,137,17113,1
8742,1550703678.857555,74.84.192.134,137,17007,1
8743,1550703678.88391,192.168.1.162,1497,33023,1
8744,1550703678.884034,192.168.1.162,1497,43097,1
8745,1550703678.884091,192.168.1.162,1497,29792,1
8746,1550703678.884216,192.168.1.162,265,35532,1
8747,1550703678.887033,192.168.1.162,1497,25357,1
8748,1550703678.887109,192.168.1.162,1497,63938,1
8749,1550703678.887202,192.168.1.162,1497,27230,1
8750,1550703678.887286,192.168.1.162,265,61140,1
8751,1550703678.906339,74.84.192.134,137,15313,1
8752,1550703678.907355,74.84.192.134,137,29317,1
8753,1550703678.907436,74.84.192.134,137,11573,1
8754,1550703678.933668,192.168.1.162,169,54989,1
8755,1550703678.934323,192.168.1.162,169,61489,1
8756,1550703678.947696,192.168.1.162,153,16827,1
8757,1550703678.948077,192.168.1.162,153,45577,1
8758,1550703678.954658,192.168.1.157,235,55232,1
8759,1550703678.960187,192.168.1.162,169,17154,1
8760,1550703678.960391,192.168.1.162,1337,16992,1
8761,1550703678.980917,74.84.192.134,137,11999,1
8762,1550703679.002035,74.84.192.134,313,28244,1
8763,1550703679.002972,192.168.1.162,153,5426,1
8764,1550703679.019801,74.84.192.134,169,29461,1
8765,1550703679.020952,192.168.1.162,153,35409,1
8766,1550703679.027333,74.84.192.134,329,22054,1
8767,1550703679.028045,192.168.1.162,153,21275,1
8768,1550703679.028162,192.168.1.162,153,59635,1
8769,1550703679.031225,74.84.192.134,329,20192,1
8770,1550703679.039731,74.84.192.134,153,2500,1
8771,1550703679.040021,192.168.1.162,137,31044,1
8772,1550703679.041966,192.168.1.162,649,57572,1
8773,1550703679.045403,74.84.192.134,169,14239,1
8774,1550703679.04551,74.84.192.134,185,11357,1
8775,1550703679.046693,192.168.1.162,153,39326,1
8776,1550703679.04678,192.168.1.162,153,49071,1
8777,1550703679.059432,74.84.192.134,137,20422,1
8778,1550703679.059533,74.84.192.134,137,8524,1
8779,1550703679.059701,192.168.1.162,121,6553,1
8780,1550703679.059869,74.84.192.134,1497,64472,1
8781,1550703679.059936,74.84.192.134,1497,64743,1
8782,1550703679.05998,74.84.192.134,1497,1842,1
8783,1550703679.060023,74.84.192.134,169,29057,1
8784,1550703679.060202,192.168.1.162,137,18883,1
8785,1550703679.060462,192.168.1.162,137,27156,1
8786,1550703679.061301,192.168.1.162,649,46947,1
8787,1550703679.061656,192.168.1.162,137,6898,1
8788,1550703679.068901,74.84.192.134,137,28354,1
8789,1550703679.069187,192.168.1.162,121,35234,1
8790,1550703679.071484,192.168.1.162,649,43876,1
8791,1550703679.078676,74.84.192.134,121,5281,1
8792,1550703679.079591,74.84.192.134,1497,64553,1
8793,1550703679.079662,74.84.192.134,377,11416,1
8794,1550703679.079854,192.168.1.162,137,15755,1
8795,1550703679.080885,74.84.192.134,1497,6713,1
8796,1550703679.08094,74.84.192.134,1497,13799,1
8797,1550703679.080974,74.84.192.134,1497,26679,1
8798,1550703679.081002,74.84.192.134,1497,21428,1
8799,1550703679.08103,74.84.192.134,393,10382,1
8800,1550703679.081297,192.168.1.162,121,38691,1
8801,1550703679.081409,192.168.1.162,121,41135,1
8802,1550703679.081481,192.168.1.162,121,64422,1
8803,1550703679.082479,192.168.1.162,265,11670,1
8804,1550703679.082692,192.168.1.162,121,62958,1
8805,1550703679.083891,192.168.1.162,217,13099,1
8806,1550703679.084248,192.168.1.162,313,49553,1
8807,1550703679.084344,192.168.1.162,409,45538,1
8808,1550703679.085777,192.168.1.162,297,13159,1
8809,1550703679.085868,192.168.1.162,505,46698,1
8810,1550703679.088533,74.84.192.134,121,18034,1
8811,1550703679.090468,74.84.192.134,1497,3466,1
8812,1550703679.090552,74.84.192.134,1497,1514,1
8813,1550703679.090593,74.84.192.134,1497,17007,1
8814,1550703679.09064,74.84.192.134,1497,23418,1
8815,1550703679.090687,74.84.192.134,393,22761,1
8816,1550703679.090841,192.168.1.162,121,3589,1
8817,1550703679.091077,192.168.1.162,121,18224,1
8818,1550703679.09124,192.168.1.162,121,37845,1
8819,1550703679.091338,192.168.1.162,121,32855,1
8820,1550703679.094111,192.168.1.162,217,47396,1
8821,1550703679.09508,74.84.192.134,553,63257,1
8822,1550703679.095938,192.168.1.162,137,58182,1
8823,1550703679.098164,74.84.192.134,121,22142,1
8824,1550703679.098253,192.168.1.162,313,253,1
8825,1550703679.098882,74.84.192.134,457,19075,1
8826,1550703679.09896,74.84.192.134,201,20791,1
8827,1550703679.099015,74.84.192.134,137,30085,1
8828,1550703679.099114,74.84.192.134,393,29747,1
8829,1550703679.099189,192.168.1.162,233,65506,1
8830,1550703679.099239,74.84.192.134,217,29751,1
8831,1550703679.099271,192.168.1.162,121,24624,1
8832,1550703679.099373,192.168.1.162,121,7383,1
8833,1550703679.099527,192.168.1.162,137,391,1
8834,1550703679.099657,192.168.1.162,169,28626,1
8835,1550703679.099787,192.168.1.162,137,19012,1
8836,1550703679.100016,192.168.1.162,169,37873,1
8837,1550703679.100517,74.84.192.134,297,23174,1
8838,1550703679.100567,74.84.192.134,169,744,1
8839,1550703679.100756,192.168.1.162,137,28825,1
8840,1550703679.100841,192.168.1.162,137,18180,1
8841,1550703679.107921,74.84.192.134,121,21986,1
8842,1550703679.108436,74.84.192.134,457,11554,1
8843,1550703679.108537,74.84.192.134,201,3179,1
8844,1550703679.108697,192.168.1.162,121,29620,1
8845,1550703679.108859,192.168.1.162,121,935,1
8846,1550703679.109463,192.168.1.162,153,43169,1
8847,1550703679.109592,192.168.1.162,121,30383,1
8848,1550703679.117892,74.84.192.134,169,4482,1
8849,1550703679.118057,74.84.192.134,121,20851,1
8850,1550703679.118262,74.84.192.134,121,25271,1
8851,1550703679.118341,192.168.1.162,121,3331,1
8852,1550703679.119047,74.84.192.134,1481,62194,1
8853,1550703679.119159,74.84.192.134,169,3040,1
8854,1550703679.119473,192.168.1.162,121,52617,1
8855,1550703679.119634,192.168.1.162,121,24827,1
8856,1550703679.128395,74.84.192.134,169,22498,1
8857,1550703679.128501,74.84.192.134,121,15086,1
8858,1550703679.128741,192.168.1.162,121,20559,1
8859,1550703679.128804,192.168.1.162,121,2172,1
8860,1550703679.135957,74.84.192.134,969,17131,1
8861,1550703679.136146,74.84.192.134,281,20842,1
8862,1550703679.136254,74.84.192.134,169,22850,1
8863,1550703679.136609,192.168.1.162,121,9627,1
8864,1550703679.136756,192.168.1.162,121,12659,1
8865,1550703679.137089,192.168.1.162,121,6034,1
8866,1550703679.140374,192.168.1.162,1497,38648,1
8867,1550703679.140534,192.168.1.162,1497,30853,1
8868,1550703679.140619,192.168.1.162,1497,16359,1
8869,1550703679.140773,192.168.1.162,489,53695,1
8870,1550703679.158747,192.168.1.162,169,12320,1
8871,1550703679.15931,192.168.1.162,169,39145,1
8872,1550703679.159539,74.84.192.134,137,17140,1
8873,1550703679.160568,192.168.1.162,169,20839,1
8874,1550703679.160754,192.168.1.162,169,20397,1
8875,1550703679.161509,192.168.1.162,169,62715,1
8876,1550703679.161628,192.168.1.162,169,47508,1
8877,1550703679.162008,74.84.192.134,137,15347,1
8878,1550703679.162094,74.84.192.134,137,21199,1
8879,1550703679.217914,74.84.192.134,313,23070,1
8880,1550703679.218596,74.84.192.134,265,30235,1
8881,1550703679.219208,192.168.1.162,153,14195,1
8882,1550703679.220467,192.168.1.162,153,50054,1
8883,1550703679.232477,74.84.192.134,169,6282,1
8884,1550703679.232691,192.168.1.162,137,17725,1
8885,1550703679.23479,74.84.192.134,297,19642,1
8886,1550703679.236776,192.168.1.162,153,31376,1
8887,1550703679.236897,192.168.1.162,153,52239,1
8888,1550703679.236986,192.168.1.162,153,58451,1
8889,1550703679.237161,192.168.1.162,153,25280,1
8890,1550703679.237224,192.168.1.162,153,1862,1
8891,1550703679.240043,74.84.192.134,153,24564,1
8892,1550703679.240302,192.168.1.162,137,25224,1
8893,1550703679.241549,74.84.192.134,297,18058,1
8894,1550703679.242781,192.168.1.162,649,31410,1
8895,1550703679.243358,192.168.1.162,153,31664,1
8896,1550703679.243553,192.168.1.162,153,29195,1
8897,1550703679.243755,192.168.1.162,153,26089,1
8898,1550703679.251105,74.84.192.134,1497,2951,1
8899,1550703679.251203,74.84.192.134,1497,63348,1
8900,1550703679.251326,74.84.192.134,1321,3452,1
8901,1550703679.251431,74.84.192.134,537,14677,1
8902,1550703679.251492,74.84.192.134,1497,11573,1
8903,1550703679.251534,74.84.192.134,1497,24799,1
8904,1550703679.251566,74.84.192.134,1497,16594,1
8905,1550703679.251598,74.84.192.134,1497,64287,1
8906,1550703679.251639,74.84.192.134,1497,17163,1
8907,1550703679.251688,74.84.192.134,873,22389,1
8908,1550703679.251796,192.168.1.162,121,5068,1
8909,1550703679.251937,192.168.1.162,121,32559,1
8910,1550703679.252085,192.168.1.162,121,54120,1
8911,1550703679.252247,192.168.1.162,121,46953,1
8912,1550703679.252448,192.168.1.162,121,5704,1
8913,1550703679.252595,192.168.1.162,121,21147,1
8914,1550703679.25278,192.168.1.162,121,3917,1
8915,1550703679.252914,192.168.1.162,121,20437,1
8916,1550703679.252988,192.168.1.162,121,20950,1
8917,1550703679.253054,192.168.1.162,121,38074,1
8918,1550703679.253263,74.84.192.134,169,10922,1
8919,1550703679.253475,192.168.1.162,121,58814,1
8920,1550703679.256686,74.84.192.134,153,26612,1
8921,1550703679.256801,74.84.192.134,153,16658,1
8922,1550703679.256882,74.84.192.134,153,23576,1
8923,1550703679.256917,74.84.192.134,137,18813,1
8924,1550703679.256941,74.84.192.134,153,10323,1
8925,1550703679.256964,192.168.1.162,137,65226,1
8926,1550703679.257208,74.84.192.134,1497,11483,1
8927,1550703679.257296,74.84.192.134,1497,10691,1
8928,1550703679.257353,74.84.192.134,1497,18122,1
8929,1550703679.257414,74.84.192.134,169,30401,1
8930,1550703679.257443,74.84.192.134,153,7109,1
8931,1550703679.257473,74.84.192.134,153,27871,1
8932,1550703679.257573,74.84.192.134,153,7127,1
8933,1550703679.257607,74.84.192.134,153,64617,1
8934,1550703679.257689,192.168.1.162,137,40956,1
8935,1550703679.257747,192.168.1.162,137,33274,1
8936,1550703679.25781,192.168.1.162,137,13301,1
8937,1550703679.25786,192.168.1.162,137,21020,1
8938,1550703679.258016,192.168.1.162,137,62997,1
8939,1550703679.258081,192.168.1.162,137,29147,1
8940,1550703679.258148,192.168.1.162,137,11286,1
8941,1550703679.258204,192.168.1.162,137,34278,1
8942,1550703679.258287,192.168.1.162,137,63414,1
8943,1550703679.259377,192.168.1.162,649,52955,1
8944,1550703679.259929,192.168.1.162,137,34343,1
8945,1550703679.262797,74.84.192.134,265,19388,1
8946,1550703679.263031,192.168.1.162,137,1180,1
8947,1550703679.26342,192.168.1.162,649,10158,1
8948,1550703679.264406,192.168.1.162,649,13835,1
8949,1550703679.265385,192.168.1.162,649,38997,1
8950,1550703679.26663,192.168.1.162,649,6494,1
8951,1550703679.267517,192.168.1.162,649,30375,1
8952,1550703679.26872,192.168.1.162,649,53435,1
8953,1550703679.269927,192.168.1.162,649,19512,1
8954,1550703679.276812,74.84.192.134,1497,28773,1
8955,1550703679.276919,74.84.192.134,233,17233,1
8956,1550703679.276969,74.84.192.134,137,27847,1
8957,1550703679.277004,74.84.192.134,137,28949,1
8958,1550703679.27705,74.84.192.134,1497,28158,1
8959,1550703679.277096,74.84.192.134,1497,17406,1
8960,1550703679.277146,74.84.192.134,1497,8797,1
8961,1550703679.277193,74.84.192.134,169,63730,1
8962,1550703679.277239,74.84.192.134,1497,14407,1
8963,1550703679.277286,74.84.192.134,1497,8918,1
8964,1550703679.277407,74.84.192.134,1497,63638,1
8965,1550703679.277463,74.84.192.134,169,14468,1
8966,1550703679.277547,192.168.1.162,137,21682,1
8967,1550703679.277722,192.168.1.162,137,20976,1
8968,1550703679.277844,192.168.1.162,137,51601,1
8969,1550703679.277947,192.168.1.162,137,34438,1
8970,1550703679.278193,192.168.1.162,137,51541,1
8971,1550703679.279999,192.168.1.162,265,13557,1
8972,1550703679.28034,192.168.1.162,137,14145,1
8973,1550703679.280423,192.168.1.162,137,45522,1
8974,1550703679.281326,192.168.1.162,313,33863,1
8975,1550703679.28145,192.168.1.162,473,26295,1
8976,1550703679.281579,192.168.1.162,233,57179,1
8977,1550703679.281695,192.168.1.162,233,4924,1
8978,1550703679.281786,192.168.1.162,249,52171,1
8979,1550703679.281855,192.168.1.162,233,60367,1
8980,1550703679.281912,192.168.1.162,249,48267,1
8981,1550703679.282035,192.168.1.162,249,23465,1
8982,1550703679.282116,192.168.1.162,233,50275,1
8983,1550703679.282172,192.168.1.162,233,37499,1
8984,1550703679.282256,192.168.1.162,249,12416,1
8985,1550703679.283256,74.84.192.134,265,22448,1
8986,1550703679.283374,192.168.1.162,233,56306,1
8987,1550703679.28353,192.168.1.162,249,38304,1
8988,1550703679.283616,192.168.1.162,137,59742,1
8989,1550703679.284039,192.168.1.162,249,43596,1
8990,1550703679.284487,192.168.1.162,233,36424,1
8991,1550703679.284607,192.168.1.162,233,27635,1
8992,1550703679.286337,74.84.192.134,137,2140,1
8993,1550703679.286409,74.84.192.134,137,64002,1
8994,1550703679.286443,74.84.192.134,137,28643,1
8995,1550703679.286469,74.84.192.134,137,25305,1
8996,1550703679.286752,74.84.192.134,1497,24098,1
8997,1550703679.286812,74.84.192.134,1497,4498,1
8998,1550703679.286843,74.84.192.134,1497,27130,1
8999,1550703679.28687,74.84.192.134,169,22149,1
9000,1550703679.286894,74.84.192.134,1497,4659,1
9001,1550703679.286947,74.84.192.134,1497,18727,1
9002,1550703679.286995,74.84.192.134,1497,20064,1
9003,1550703679.287047,74.84.192.134,169,22394,1
9004,1550703679.287098,74.84.192.134,1497,17844,1
9005,1550703679.28714,74.84.192.134,1497,23352,1
9006,1550703679.28717,74.84.192.134,1497,3867,1
9007,1550703679.28722,74.84.192.134,169,1436,1
9008,1550703679.28728,74.84.192.134,137,12676,1
9009,1550703679.287363,74.84.192.134,1497,15904,1
9010,1550703679.28745,74.84.192.134,1497,62142,1
9011,1550703679.287503,192.168.1.162,137,42962,1
9012,1550703679.287532,74.84.192.134,137,24728,1
9013,1550703679.287615,74.84.192.134,1497,5834,1
9014,1550703679.287649,74.84.192.134,169,65347,1
9015,1550703679.287715,192.168.1.162,137,53702,1
9016,1550703679.287751,74.84.192.134,1497,24810,1
9017,1550703679.287778,74.84.192.134,1497,11690,1
9018,1550703679.2878,192.168.1.162,137,34144,1
9019,1550703679.287829,192.168.1.162,137,48199,1
9020,1550703679.287907,192.168.1.162,137,1045,1
9021,1550703679.287993,192.168.1.162,137,43690,1
9022,1550703679.28811,192.168.1.162,137,17949,1
9023,1550703679.288285,74.84.192.134,1497,29043,1
9024,1550703679.288381,74.84.192.134,169,22360,1
9025,1550703679.288427,74.84.192.134,1497,65514,1
9026,1550703679.288453,74.84.192.134,1497,15875,1
9027,1550703679.288479,74.84.192.134,1497,63053,1
9028,1550703679.288571,74.84.192.134,169,27049,1
9029,1550703679.288646,192.168.1.162,137,18783,1
9030,1550703679.288678,192.168.1.162,137,15963,1
9031,1550703679.288891,192.168.1.162,137,18722,1
9032,1550703679.289236,192.168.1.162,137,23284,1
9033,1550703679.28942,192.168.1.162,137,27604,1
9034,1550703679.289545,192.168.1.162,137,8731,1
9035,1550703679.289665,192.168.1.162,137,46693,1
9036,1550703679.28979,192.168.1.162,137,28498,1
9037,1550703679.289896,192.168.1.162,137,30980,1
9038,1550703679.290141,192.168.1.162,137,1647,1
9039,1550703679.290219,192.168.1.162,137,43829,1
9040,1550703679.296093,74.84.192.134,1497,62363,1
9041,1550703679.296197,74.84.192.134,249,15663,1
9042,1550703679.296229,74.84.192.134,1497,3652,1
9043,1550703679.296253,74.84.192.134,249,21225,1
9044,1550703679.296273,74.84.192.134,137,18811,1
9045,1550703679.296293,74.84.192.134,137,17654,1
9046,1550703679.296313,74.84.192.134,393,9954,1
9047,1550703679.296351,74.84.192.134,217,19606,1
9048,1550703679.296466,192.168.1.162,137,41303,1
9049,1550703679.296616,192.168.1.162,137,38548,1
9050,1550703679.296981,192.168.1.162,137,56568,1
9051,1550703679.297115,192.168.1.162,137,29554,1
9052,1550703679.297707,74.84.192.134,1193,6331,1
9053,1550703679.297759,74.84.192.134,1193,65510,1
9054,1550703679.297808,74.84.192.134,1497,7385,1
9055,1550703679.29784,74.84.192.134,889,24297,1
9056,1550703679.297863,74.84.192.134,1497,9026,1
9057,1550703679.297884,74.84.192.134,793,5741,1
9058,1550703679.297976,192.168.1.162,137,19092,1
9059,1550703679.298112,192.168.1.162,137,64321,1
9060,1550703679.298285,74.84.192.134,1193,18513,1
9061,1550703679.29837,74.84.192.134,1497,14952,1
9062,1550703679.298417,74.84.192.134,889,1092,1
9063,1550703679.298464,74.84.192.134,1497,63643,1
9064,1550703679.298523,192.168.1.162,137,17817,1
9065,1550703679.298596,74.84.192.134,1497,23168,1
9066,1550703679.298642,74.84.192.134,1497,28242,1
9067,1550703679.298722,74.84.192.134,1337,4836,1
9068,1550703679.298773,74.84.192.134,1497,26214,1
9069,1550703679.298813,192.168.1.162,137,63554,1
9070,1550703679.298866,192.168.1.162,137,37369,1
9071,1550703679.298974,192.168.1.162,137,27500,1
9072,1550703679.299274,192.168.1.162,265,1008,1
9073,1550703679.299431,192.168.1.162,137,44833,1
9074,1550703679.299606,192.168.1.162,137,27064,1
9075,1550703679.299701,192.168.1.162,169,37326,1
9076,1550703679.299902,192.168.1.162,137,61376,1
9077,1550703679.299993,192.168.1.162,137,63698,1
9078,1550703679.303599,192.168.1.162,265,56259,1
9079,1550703679.303718,192.168.1.162,185,11965,1
9080,1550703679.30403,192.168.1.162,137,34373,1
9081,1550703679.304204,192.168.1.162,137,6606,1
9082,1550703679.304383,192.168.1.162,137,12640,1
9083,1550703679.304462,192.168.1.162,633,26617,1
9084,1550703679.305221,192.168.1.162,633,53223,1
9085,1550703679.306601,74.84.192.134,1497,15,1
9086,1550703679.306704,74.84.192.134,249,9843,1
9087,1550703679.306769,74.84.192.134,1497,20993,1
9088,1550703679.306815,74.84.192.134,249,19114,1
9089,1550703679.306847,74.84.192.134,1497,22878,1
9090,1550703679.306869,74.84.192.134,249,4573,1
9091,1550703679.306986,192.168.1.162,137,10345,1
9092,1550703679.307088,74.84.192.134,1497,11496,1
9093,1550703679.307135,74.84.192.134,249,2616,1
9094,1550703679.307171,74.84.192.134,1497,19026,1
9095,1550703679.307215,74.84.192.134,249,927,1
9096,1550703679.307261,192.168.1.162,137,34361,1
9097,1550703679.307308,192.168.1.162,137,2790,1
9098,1550703679.307744,192.168.1.162,137,3276,1
9099,1550703679.307846,192.168.1.162,137,31179,1
9100,1550703679.308931,74.84.192.134,1497,18636,1
9101,1550703679.309049,74.84.192.134,249,3491,1
9102,1550703679.309362,192.168.1.162,137,36210,1
9103,1550703679.310078,192.168.1.162,265,47417,1
9104,1550703679.311874,74.84.192.134,137,9161,1
9105,1550703679.312767,192.168.1.162,265,22707,1
9106,1550703679.314827,192.168.1.162,265,34536,1
9107,1550703679.315644,74.84.192.134,1497,15128,1
9108,1550703679.315717,74.84.192.134,1497,17625,1
9109,1550703679.315748,74.84.192.134,1497,18451,1
9110,1550703679.315795,74.84.192.134,1497,18733,1
9111,1550703679.315863,74.84.192.134,1497,13046,1
9112,1550703679.315932,74.84.192.134,1497,15449,1
9113,1550703679.315981,74.84.192.134,1497,13568,1
9114,1550703679.316017,74.84.192.134,1497,17386,1
9115,1550703679.316069,74.84.192.134,1497,27189,1
9116,1550703679.316113,74.84.192.134,1497,26479,1
9117,1550703679.316187,74.84.192.134,1497,64834,1
9118,1550703679.316231,192.168.1.162,137,65061,1
9119,1550703679.316276,74.84.192.134,1497,14012,1
9120,1550703679.316425,74.84.192.134,1497,8772,1
9121,1550703679.316494,192.168.1.162,137,18302,1
9122,1550703679.31657,192.168.1.162,137,52052,1
9123,1550703679.316959,74.84.192.134,1497,270,1
9124,1550703679.317034,74.84.192.134,1497,26842,1
9125,1550703679.317077,74.84.192.134,1497,18998,1
9126,1550703679.317124,192.168.1.162,137,47780,1
9127,1550703679.317179,192.168.1.162,137,55597,1
9128,1550703679.31725,74.84.192.134,1497,22533,1
9129,1550703679.317323,74.84.192.134,1497,63377,1
9130,1550703679.317381,74.84.192.134,1497,62855,1
9131,1550703679.317433,74.84.192.134,409,11099,1
9132,1550703679.317494,74.84.192.134,1497,16666,1
9133,1550703679.317546,74.84.192.134,1497,27534,1
9134,1550703679.317595,74.84.192.134,1497,11571,1
9135,1550703679.317651,74.84.192.134,1497,14587,1
9136,1550703679.317702,74.84.192.134,1497,1613,1
9137,1550703679.31775,74.84.192.134,1497,2273,1
9138,1550703679.317802,192.168.1.162,137,30653,1
9139,1550703679.31785,192.168.1.162,265,56200,1
9140,1550703679.317964,192.168.1.162,137,15708,1
9141,1550703679.318097,192.168.1.162,137,51797,1
9142,1550703679.318321,74.84.192.134,1497,11064,1
9143,1550703679.318418,74.84.192.134,1497,20253,1
9144,1550703679.318471,74.84.192.134,1497,18808,1
9145,1550703679.318528,192.168.1.162,137,11407,1
9146,1550703679.31881,192.168.1.162,137,22131,1
9147,1550703679.319215,192.168.1.162,137,23420,1
9148,1550703679.319512,74.84.192.134,1497,25236,1
9149,1550703679.319603,74.84.192.134,1497,7470,1
9150,1550703679.319667,192.168.1.162,137,25805,1
9151,1550703679.319901,192.168.1.162,137,40546,1
9152,1550703679.320463,192.168.1.162,137,46400,1
9153,1550703679.320605,192.168.1.162,137,18416,1
9154,1550703679.3209,192.168.1.162,137,20791,1
9155,1550703679.321421,192.168.1.162,265,25157,1
9156,1550703679.323864,192.168.1.162,265,33060,1
9157,1550703679.324622,192.168.1.162,137,26291,1
9158,1550703679.324782,192.168.1.162,137,31161,1
9159,1550703679.325005,192.168.1.162,137,48915,1
9160,1550703679.325154,192.168.1.162,137,57631,1
9161,1550703679.325369,74.84.192.134,137,21727,1
9162,1550703679.325538,192.168.1.162,137,31457,1
9163,1550703679.325865,74.84.192.134,409,1437,1
9164,1550703679.325955,74.84.192.134,409,15871,1
9165,1550703679.326016,192.168.1.162,633,7087,1
