,LSTM,GRU,BILSTM
171,0.024320150639711862,0.03440809494925605,0.011044554849086846
172,0.026666289839977767,0.030936777065698806,0.028335994464512335
173,0.012924910035302684,0.019307029777861563,0.0318350032469163
174,0.029968418889300172,0.021222642765611956,0.012309888968248141
175,0.017276661750173776,0.019512266283460623,0.017363710313809164
176,0.031969707323722334,0.032000543099287425,0.026591502995911648
177,0.02655497893374045,0.018066282178068764,0.038378055850675295
178,0.02379158093484834,0.031219766541031625,0.028613457481553094
179,0.01890607805390537,0.032510429011042216,0.009237948523345666
180,0.04134343902460078,0.031936894977954614,0.0417137594612731
181,0.017680315497149792,0.023179978854746406,0.028495739980687593
182,0.03384943029449958,0.021205363476992253,0.028469052626310696
183,0.0267847314474336,0.03280757984422017,0.03559191787418433
184,0.032668619144360644,0.03826433205931042,0.07369765227970977
185,0.019068377975790134,0.027788473823138034,0.020749640728328588
186,0.02684152484281149,0.019250502837834995,0.02297564774704308
187,0.02668692508487473,0.03228552856957435,0.02898513578209963
188,0.025849981230189025,0.030193176440497346,0.04082764811082495
189,0.05607545045585934,0.027863084602019732,0.02937649451180573
190,0.055926297080971424,0.02834425203957316,0.03596903507583439
191,0.031286257065274874,0.030587047529222686,0.026523683827957743
192,0.010583497236428867,0.032741275696313445,0.029897844009785412
193,0.02368093381315538,0.03841585179759284,0.09192211469924762
194,0.03445203678732104,0.01697523874726599,0.00862899367973119
195,0.02042090598137046,0.033175183046085625,0.0368867923053755
196,0.03974582626231772,0.015022722465718839,0.03334642589252737
197,0.017703351037218998,0.015613398021402753,0.05170275441615574
198,0.007947353015658394,0.03166789901844031,0.030899233736576628
199,0.03705323720712604,0.023171144062100704,0.03550289852868918
