,Packet_Number,Current_Time,IP_Address,IP_Address_Norm,Source_Port,Packet_Length,Packet_Checksum,DF,MF,Day,Month,Hour,Minute,Second,Day_of_Year,CPU_Percent,CPU_Times_Percent_User,CPU_Times_Percent_Sys,CPU_Times_Percent_Idle,CPU_Stats_CTX_Switches,CPU_Stats_Interrupts,CPU_Stats_Soft_Interrupts,CPU_Stats_Syscalls,Virtual_Memory,Disk_Usage,Disk_IO_Counters_Read_Count,Disk_IO_Counters_Write_Count,Disk_IO_Counters_Read_Bytes,Disk_IO_Counters_Write_Bytes,Disk_IO_Counters_Read_Time,Disk_IO_Counters_Write_Time,Net_IO_Counters_Packet_Sent,Net_IO_Counters_Packets_Recv,Net_IO_Counters_Bytes_Sent,Net_IO_Counters_Bytes_Recv,TTL,Category
1242,1351,1552794913,10.0.2.15,100215.0,23,78,20877,16384,8192,Sat,Mar,23,55,13,75,0,0,20,54259550,18381492,12098831,0,45.7,23.9,144708,327018,2772858880,10799616000,141280,1511928,287899,690855,29453698,834966905,0.0,64,IoT_Attack
1243,1352,1552794913,172.217.15.106,100215.0,23,291,51899,16384,8192,Sat,Mar,23,55,13,75,0,0,20,54259568,18381512,12098871,0,45.7,23.9,144708,327018,2772858880,10799616000,141280,1511928,287899,690855,29453698,834966905,0.0,64,IoT_Attack
1244,1353,1552794914,172.217.15.106,100215.0,23,40,52149,16384,8192,Sat,Mar,23,55,13,75,0,0,20,54259596,18381544,12098917,0,45.7,23.9,144708,327018,2772858880,10799616000,141280,1511928,287899,690855,29453698,834966905,0.0,64,IoT_Attack
1245,1354,1552794914,172.217.15.106,100215.0,23,1394,50794,16384,8192,Sat,Mar,23,55,13,75,0,0,21,54259616,18381571,12098964,0,45.7,23.9,144708,327018,2772858880,10799616000,141280,1511928,287899,690855,29453698,834966905,0.0,64,IoT_Attack
1246,1355,1552794914,10.0.2.15,100215.0,23,40,20914,16384,8192,Sat,Mar,23,55,13,75,0,0,20,54259634,18381589,12099000,0,45.7,23.9,144708,327018,2772858880,10799616000,141280,1511928,287899,690855,29453698,834966905,0.0,64,IoT_Attack
1247,1356,1552794914,172.217.15.106,100215.0,23,315,51872,16384,8192,Sat,Mar,23,55,14,75,0,0,20,54259655,18381614,12099040,0,45.7,23.9,144708,327018,2772858880,10799616000,141280,1511928,287899,690855,29453698,834966905,0.0,64,IoT_Attack
1248,1357,1552794914,172.217.15.106,100215.0,23,86,52100,16384,8192,Sat,Mar,23,55,14,75,0,0,20,54259671,18381632,12099078,0,45.7,23.9,144708,327018,2772858880,10799616000,141280,1511928,287899,690855,29453698,834966905,0.0,64,IoT_Attack
1249,1358,1552794915,10.0.2.15,100215.0,23,40,20913,16384,8192,Sat,Mar,23,55,14,75,0,0,20,54259726,18381670,12099123,0,45.7,23.9,144708,327018,2772858880,10799616000,141280,1511928,287899,690855,29453698,834966905,0.0,64,IoT_Attack
1250,1359,1552794915,10.0.2.15,100215.0,23,86,20866,16384,8192,Sat,Mar,23,55,14,75,0,0,24,54259787,18381700,12099161,0,45.7,23.9,144708,327018,2772858880,10799616000,141280,1511928,287899,690855,29453698,834966905,0.0,64,IoT_Attack
1251,1360,1552794915,172.217.15.106,100215.0,23,40,52145,16384,8192,Sat,Mar,23,55,14,75,0,1,20,54259849,18381745,12099201,0,45.7,23.9,144708,327018,2772858880,10799616000,141280,1511928,287899,690855,29453698,834966905,0.0,64,IoT_Attack
1252,1361,1552794968,10.0.2.15,100215.0,23,86,20865,16384,8192,Sat,Mar,23,56,8,75,0,0,20,54264306,18383270,12100512,0,45.7,23.9,144708,327066,2772858880,10806554624,141280,1512156,287901,690857,29453858,834967065,0.0,64,IoT_Attack
1253,1362,1552794969,172.217.15.106,100215.0,23,40,52144,16384,8192,Sat,Mar,23,56,8,75,0,0,20,54264340,18383299,12100552,0,45.7,23.9,144708,327066,2772858880,10806554624,141280,1512156,287901,690857,29453858,834967065,0.0,64,IoT_Attack
1254,1363,1552794969,172.217.15.106,100215.0,23,86,52097,16384,8192,Sat,Mar,23,56,8,75,0,0,20,54264356,18383317,12100590,0,45.7,23.9,144708,327066,2772858880,10806554624,141280,1512156,287901,690857,29453858,834967065,0.0,64,IoT_Attack
1255,1364,1552794969,10.0.2.15,100215.0,23,40,20910,16384,8192,Sat,Mar,23,56,9,75,0,0,20,54264389,18383346,12100639,0,45.7,23.9,144708,327066,2772858880,10806554624,141280,1512156,287901,690857,29453858,834967065,0.0,64,IoT_Attack
1256,1367,1552795027,10.0.2.15,100215.0,23,86,20863,16384,8192,Sat,Mar,23,57,7,75,0,0,20,54271917,18385115,12102034,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287904,690860,29454078,834967285,0.0,64,IoT_Attack
1257,1368,1552795028,172.217.15.106,100215.0,23,40,52142,16384,8192,Sat,Mar,23,57,7,75,0,0,20,54271933,18385147,12102078,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287904,690860,29454078,834967285,0.0,64,IoT_Attack
1258,1369,1552795028,172.217.15.106,100215.0,23,86,52095,16384,8192,Sat,Mar,23,57,7,75,0,0,22,54271962,18385182,12102111,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287904,690860,29454078,834967285,0.0,64,IoT_Attack
1259,1370,1552795028,10.0.2.15,100215.0,23,40,20908,16384,8192,Sat,Mar,23,57,8,75,0,0,20,54271980,18385208,12102150,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287904,690860,29454078,834967285,0.0,64,IoT_Attack
1260,1373,1552795036,34.208.211.12,100215.0,23,71,37364,16384,8192,Sat,Mar,23,57,16,75,0,0,20,54272307,18385429,12102413,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287906,690863,29454227,834967490,0.0,64,IoT_Attack
1261,1374,1552795037,10.0.2.15,100215.0,23,75,43772,16384,8192,Sat,Mar,23,57,16,75,0,0,21,54272323,18385446,12102447,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287906,690863,29454227,834967490,0.0,64,IoT_Attack
1262,1375,1552795037,34.208.211.12,100215.0,23,40,37394,16384,8192,Sat,Mar,23,57,16,75,0,0,20,54272349,18385462,12102473,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287906,690863,29454227,834967490,0.0,64,IoT_Attack
1263,1376,1552795080,10.0.2.15,100215.0,23,86,20861,16384,8192,Sat,Mar,23,58,0,75,0,0,20,54275378,18386561,12103553,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287910,690867,29454532,834967730,0.0,64,IoT_Attack
1264,1377,1552795081,172.217.15.106,100215.0,23,40,52138,16384,8192,Sat,Mar,23,58,0,75,0,0,20,54275396,18386583,12103592,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287910,690867,29454532,834967730,0.0,64,IoT_Attack
1265,1378,1552795081,10.0.2.15,100215.0,23,71,20875,16384,8192,Sat,Mar,23,58,0,75,0,0,20,54275424,18386612,12103631,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287910,690867,29454532,834967730,0.0,64,IoT_Attack
1266,1379,1552795081,10.0.2.15,100215.0,23,40,20905,16384,8192,Sat,Mar,23,58,1,75,0,0,20,54275446,18386651,12103675,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287910,690867,29454532,834967730,0.0,64,IoT_Attack
1267,1380,1552795081,172.217.15.106,100215.0,23,40,52137,16384,8192,Sat,Mar,23,58,1,75,0,0,20,54275478,18386689,12103729,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287910,690867,29454532,834967730,0.0,64,IoT_Attack
1268,1381,1552795082,172.217.15.106,100215.0,23,40,52136,16384,8192,Sat,Mar,23,58,1,75,0,0,32,54275494,18386706,12103759,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287910,690867,29454532,834967730,0.0,64,IoT_Attack
1269,1382,1552795082,172.217.15.106,100215.0,23,40,52135,16384,8192,Sat,Mar,23,58,1,75,0,0,21,54275520,18386736,12103795,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287910,690867,29454532,834967730,0.0,64,IoT_Attack
1270,1383,1552795082,10.0.2.15,100215.0,23,40,13306,16384,8192,Sat,Mar,23,58,2,75,0,0,22,54275549,18386782,12103833,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287910,690867,29454532,834967730,0.0,64,IoT_Attack
1271,1386,1552795120,10.0.2.15,100215.0,23,86,21009,16384,8192,Sat,Mar,23,58,40,75,0,1,20,54278345,18387791,12104898,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287917,690874,29455168,834968459,0.0,64,IoT_Attack
1272,1387,1552795121,10.0.2.15,100215.0,23,86,21008,16384,8192,Sat,Mar,23,58,40,75,0,0,20,54278362,18387814,12104935,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287917,690874,29455168,834968459,0.0,64,IoT_Attack
1273,1388,1552795121,10.195.6.40,100215.0,23,118,30374,16384,8192,Sat,Mar,23,58,40,75,0,0,20,54278380,18387834,12104964,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287917,690874,29455168,834968459,0.0,64,IoT_Attack
1274,1389,1552795121,10.195.6.40,100215.0,23,147,30344,16384,8192,Sat,Mar,23,58,40,75,0,0,20,54278406,18387850,12104990,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287917,690874,29455168,834968459,0.0,64,IoT_Attack
1275,1390,1552795121,10.0.2.15,100215.0,23,60,38388,16384,8192,Sat,Mar,23,58,41,75,0,0,20,54278454,18387892,12105060,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287922,690879,29455563,834968901,0.0,64,IoT_Attack
1276,1391,1552795122,35.224.99.156,100215.0,23,44,104,16384,8192,Sat,Mar,23,58,41,75,0,0,20,54278470,18387912,12105091,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287922,690879,29455563,834968901,0.0,64,IoT_Attack
1277,1392,1552795122,10.0.2.15,100215.0,23,40,38407,16384,8192,Sat,Mar,23,58,41,75,0,0,20,54278488,18387928,12105120,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287922,690879,29455563,834968901,0.0,64,IoT_Attack
1278,1393,1552795122,10.0.2.15,100215.0,23,127,38319,16384,8192,Sat,Mar,23,58,41,75,0,0,20,54278514,18387946,12105149,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287922,690879,29455563,834968901,0.0,64,IoT_Attack
1279,1394,1552795122,35.224.99.156,100215.0,23,40,107,16384,8192,Sat,Mar,23,58,42,75,0,0,20,54278539,18387964,12105180,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287922,690879,29455563,834968901,0.0,64,IoT_Attack
1280,1395,1552795122,35.224.99.156,100215.0,23,188,65493,16384,8192,Sat,Mar,23,58,42,75,0,0,20,54278565,18387985,12105214,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287922,690879,29455563,834968901,0.0,64,IoT_Attack
1281,1396,1552795123,10.0.2.15,100215.0,23,40,38405,16384,8192,Sat,Mar,23,58,42,75,0,0,20,54278581,18388007,12105246,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287922,690879,29455563,834968901,0.0,64,IoT_Attack
1282,1397,1552795123,35.224.99.156,100215.0,23,40,105,16384,8192,Sat,Mar,23,58,42,75,0,0,20,54278599,18388024,12105275,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287922,690879,29455563,834968901,0.0,64,IoT_Attack
1283,1398,1552795123,10.0.2.15,100215.0,23,40,38404,16384,8192,Sat,Mar,23,58,42,75,0,0,20,54278632,18388044,12105301,0,45.7,23.9,144708,327070,2772858880,10806587392,141280,1512156,287922,690879,29455563,834968901,0.0,64,IoT_Attack
